medra_code,medra_name
10000829,Acute laryngotracheitis without mention of obstruction
10000830,Acute leukaemia
10000831,Acute leukaemia NOS
10000832,Acute leukaemia NOS (in remission)
10000833,Acute leukaemia of unspecified cell type
10000834,Acute leukaemia unclassifiable
10000835,Acute leukemia
10000836,Acute leukemia NOS
10000837,Acute leukemia of unspecified cell type in remission
10000838,Acute leukemia of unspecified cell type without mention of remission
10000839,Acute leukemia unclassifiable
10000840,Acute liver damage
10000841,Acute lymphadenitis
10000842,Acute lymphatic leukaemia
10000843,Acute lymphatic leukemia
10000844,Acute lymphoblastic leukaemia
10000845,Acute lymphoblastic leukemia
10000846,Acute lymphocytic leukaemia
10000847,Acute lymphocytic leukaemia (in remission)
10000848,Acute lymphocytic leukemia
10000849,Acute lymphoid leukaemia
10000850,Acute lymphoid leukemia in remission
10000851,Acute lymphoid leukemia without mention of remission
10000852,Acute mania
10000853,Acute massive pulmonary embolism
10000854,Acute mastitis
10000855,Acute mastoiditis
10000856,Acute mastoiditis with other complications
10000857,Acute mastoiditis without complications
10000858,Acute maxillary sinusitis
10000859,Acute megakaryoblastic leukaemia
10000860,Acute megakaryocytic leukaemia
10000861,Acute megakaryocytic leukemia
10000862,Acute miliary tuberculosis
10000863,"Acute miliary tuberculosis, bacteriological or histological examination not done"
10000864,"Acute miliary tuberculosis, bacteriological or histological examination unknown (at present)"
10000865,"Acute miliary tuberculosis, confirmed by animal inoculation"
10000866,"Acute miliary tuberculosis, confirmed by bacterial culture"
10000867,"Acute miliary tuberculosis, confirmed histologically"
10000868,"Acute miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
10000869,"Acute miliary tuberculosis, unspecified examination"
10000870,Acute monoblastic leukemia
10000871,Acute monocytic leukaemia
10000872,Acute monocytic leukaemia (in remission)
10000873,Acute monocytic leukemia
10000874,Acute monocytic leukemia in remission
10000875,Acute monocytic leukemia without mention of remission
10000876,Acute mountain sickness
10000877,Acute mucoid otitis media
10000878,Acute myeloblastic leukemia
10000879,Acute myelofibrosis
10000880,Acute myeloid leukaemia
10000881,Acute myeloid leukaemia (in remission)
10000882,Acute myeloid leukaemia aggravat.
10000883,Acute myeloid leukaemia aggravated
10000884,Acute myeloid leukaemia NOS
10000885,Acute myeloid leukaemia with minimal differentiation
10000886,Acute myeloid leukemia
10000887,Acute myeloid leukemia in remission
10000888,Acute myeloid leukemia with minimal differentiation
10000889,Acute myeloid leukemia without mention of remission
10000890,Acute myelomonocytic leukaemia
10000891,Acute myocardial infarction
10000892,"Acute myocardial infarction, of anterolateral wall"
10000893,"Acute myocardial infarction, of anterolateral wall, episode of care unspecified"
10000894,"Acute myocardial infarction, of anterolateral wall, initial episode of care"
10000895,"Acute myocardial infarction, of anterolateral wall, subsequent episode of care"
10000896,"Acute myocardial infarction, of inferolateral wall"
10000897,"Acute myocardial infarction, of inferolateral wall, episode of care unspecified"
10000898,"Acute myocardial infarction, of inferolateral wall, initial episode of care"
10000899,"Acute myocardial infarction, of inferolateral wall, subsequent episode of care"
10000900,"Acute myocardial infarction, of inferoposterior wall"
10000901,"Acute myocardial infarction, of inferoposterior wall, episode of care unspecified"
10000902,"Acute myocardial infarction, of inferoposterior wall, initial episode of care"
10000903,"Acute myocardial infarction, of inferoposterior wall, subsequent episode of care"
10000904,"Acute myocardial infarction, of other anterior wall"
10000905,"Acute myocardial infarction, of other anterior wall, episode of care unspecified"
10000906,"Acute myocardial infarction, of other anterior wall, initial episode of care"
10000907,"Acute myocardial infarction, of other anterior wall, subsequent episode of care"
10000908,"Acute myocardial infarction, of other inferior wall"
10000909,"Acute myocardial infarction, of other inferior wall, episode of care unspecified"
10000910,"Acute myocardial infarction, of other inferior wall, initial episode of care"
10000911,"Acute myocardial infarction, of other inferior wall, subsequent episode of care"
10000912,"Acute myocardial infarction, of other lateral wall"
10000913,"Acute myocardial infarction, of other lateral wall, episode of care unspecified"
10000914,"Acute myocardial infarction, of other lateral wall, initial episode of care"
10000915,"Acute myocardial infarction, of other lateral wall, subsequent episode of care"
10000916,"Acute myocardial infarction, of other specified sites"
10000917,"Acute myocardial infarction, of other specified sites, episode of care unspecified"
10000918,"Acute myocardial infarction, of other specified sites, initial episode of care"
10000919,"Acute myocardial infarction, of other specified sites, subsequent episode of care"
10000920,"Acute myocardial infarction, subendocardial infarction"
10000921,"Acute myocardial infarction, subendocardial infarction, episode of care unspecified"
10000922,"Acute myocardial infarction, subendocardial infarction, initial episode of care"
10000923,"Acute myocardial infarction, subendocardial infarction, subsequent episode of care"
10000924,"Acute myocardial infarction, true posterior wall infarction"
10000925,"Acute myocardial infarction, true posterior wall infarction, episode of care unspecified"
10000926,"Acute myocardial infarction, true posterior wall infarction, initial episode of care"
10000927,"Acute myocardial infarction, true posterior wall infarction, subsequent episode of care"
10000928,"Acute myocardial infarction, unspecified site"
10000929,"Acute myocardial infarction, unspecified site, episode of care unspecified"
10000930,"Acute myocardial infarction, unspecified site, initial episode of care"
10000931,"Acute myocardial infarction, unspecified site, subsequent episode of care"
10000932,Acute myocarditis
10000933,Acute myocarditis in diseases classified elsewhere
10000934,"Acute myocarditis, unspecified"
10000935,Acute myringitis without mention of otitis media
10000936,"Acute myringitis, unspecified"
10000937,Acute nasopharyngitis
10000938,Acute nasopharyngitis (common cold)
10000939,Acute nephritic syndrome
10000940,Acute nephritis
10000941,Acute nonparalytic poliomyelitis
10000942,"Acute nonparalytic poliomyelitis, poliovirus type i"
10000943,"Acute nonparalytic poliomyelitis, poliovirus type ii"
10000944,"Acute nonparalytic poliomyelitis, poliovirus type iii"
10000945,"Acute nonparalytic poliomyelitis, unspecified type poliovirus"
10000946,Acute nonsuppurative otitis media
10000947,"Acute nonsuppurative otitis media, unspecified"
10000948,"Acute oedema of lung, unspecified"
10000949,Acute oedema of mucous membranes of inside of lips
10000950,Acute on chronic bronchitis
10000951,Acute on chronic G.I. haemorrhage
10000952,Acute on chronic renal failure
10000953,Acute on chronic respiratory failure
10000954,Acute onset of confusion
10000955,Acute or unspecified hepatitis C with hepatic coma
10000956,Acute or unspecified hepatitis C without mention of hepatic coma
10000957,"Acute or unspecified pelvic peritonitis, female"
10000958,Acute organic psychosis NOS
10000959,Acute osteomyelitis
10000960,Acute osteomyelitis involving ankle and foot
10000961,Acute osteomyelitis involving forearm
10000962,Acute osteomyelitis involving hand
10000963,Acute osteomyelitis involving lower leg
10000964,Acute osteomyelitis involving multiple sites
10000965,Acute osteomyelitis involving other specified sites
10000966,Acute osteomyelitis involving pelvic region and thigh
10000967,Acute osteomyelitis involving shoulder region
10000968,Acute osteomyelitis involving upper arm
10000969,"Acute osteomyelitis, site unspecified"
10000970,Acute P.E.
10000971,Acute pancreatitis
10000972,Acute papillary necrosis
10000973,Acute paralytic poliomyelitis specified as bulbar
10000974,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type i"
10000975,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type ii"
10000976,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type iii"
10000977,"Acute paralytic poliomyelitis specified as bulbar, unspecified type of poliovirus"
10000978,Acute parametritis and pelvic cellulitis
10000979,Acute paranoid reaction
10000980,Acute paraplegia
10000981,Acute peptic ulcer of unspecified site with haemorrhage
10000982,Acute peptic ulcer of unspecified site with haemorrhage and perforation
10000983,Acute peptic ulcer of unspecified site with hemorrhage
10000984,Acute peptic ulcer of unspecified site with hemorrhage and perforation
10000985,"Acute peptic ulcer of unspecified site with hemorrhage and perforation, with obstruction"
10000986,"Acute peptic ulcer of unspecified site with hemorrhage and perforation, without mention of obstructi"
10000987,"Acute peptic ulcer of unspecified site with hemorrhage, with obstruction"
10000988,"Acute peptic ulcer of unspecified site with hemorrhage, without mention of obstruction"
10000989,Acute peptic ulcer of unspecified site with perforation
10000990,"Acute peptic ulcer of unspecified site with perforation, with obstruction"
10000991,"Acute peptic ulcer of unspecified site with perforation, without mention of obstruction"
10000992,Acute peptic ulcer of unspecified site without mention of haemorrhage and perforation
10000993,Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation
10000994,"Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation, with obstructi"
10000995,"Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation, without mentio"
10000996,Acute pericarditis
10000997,Acute pericarditis in diseases classified elsewhere
10000998,"Acute pericarditis, unspecified"
10000999,Acute perichondritis of pinna
10001000,Acute periodontitis
10001001,Acute petrositis
10001002,Acute pharyngitis
10001003,Acute poliomyelitis
10001004,Acute poliomyelitis with other paralysis
10001005,"Acute poliomyelitis with other paralysis, poliovirus type i"
10001006,"Acute poliomyelitis with other paralysis, poliovirus type ii"
10001007,"Acute poliomyelitis with other paralysis, poliovirus type iii"
10001008,"Acute poliomyelitis with other paralysis, unspecified type of poliovirus"
10001009,"Acute poliomyelitis, unspecified"
10001010,"Acute poliomyelitis, unspecified, poliovirus type i"
10001011,"Acute poliomyelitis, unspecified, poliovirus type ii"
10001012,"Acute poliomyelitis, unspecified, poliovirus type iii"
10001013,"Acute poliomyelitis, unspecified, poliovirus, unspecified type"
10001015,Acute posthaemorrhagic anaemia
10001016,Acute posthemorrhagic anemia
10001017,Acute prerenal failure
10001018,Acute proctitis
10001019,Acute promyelocytic leukaemia
10001020,Acute promyelocytic leukemia
10001021,Acute prostatitis
10001022,Acute psychosis
10001023,Acute psychotic reaction
10001024,Acute pulmonary edema
10001025,Acute pulmonary edema due to fumes and vapors
10001026,Acute pulmonary heart disease
10001027,Acute pulmonary histoplasmosis
10001028,Acute pulmonary manifestations due to radiation
10001029,Acute pulmonary oedema
10001030,Acute pulmonary oedema due to fumes and vapours
10001031,Acute pyelitis
10001032,Acute pyelonephritis
10001033,Acute pyelonephritis and acute pyelonephrosis
10001034,Acute pyelonephritis with lesion of renal medullary necrosis
10001035,Acute pyelonephritis without lesion of renal medullary necrosis
10001036,Acute radiation sickness
10001037,Acute radiation syndrome
10001038,"Acute reaction to foreign substance accidentally left during a procedure, not elsewhere classified"
10001039,Acute reaction to stress
10001040,"Acute reaction to stress, unspecified"
10001041,Acute renal failure
10001042,Acute renal failure following labor and delivery
10001043,"Acute renal failure following labor and delivery, postpartum condition or complication"
10001044,"Acute renal failure following labor and delivery, unspecified as to episode of care"
10001045,Acute renal failure following labour and delivery
10001046,"Acute renal failure with delivery, with mention of postpartum complication"
10001047,Acute renal failure with lesion of renal cortical necrosis
10001048,Acute renal failure with lesion of renal medullary (papillary) necrosis
10001049,Acute renal failure with lesion of tubular necrosis
10001050,Acute renal failure with other specified pathological lesion in kidney
10001051,"Acute renal failure, unspecified"
10001052,Acute respiratory distress syndrome
10001053,Acute respiratory failure
10001054,Acute retention
10001055,Acute retention of urine
10001056,Acute rheumatic endocarditis
10001057,"Acute rheumatic heart disease, unspecified"
10001058,Acute rheumatic myocarditis
10001059,Acute rheumatic pericarditis
10001060,Acute rheumatism
10001061,Acute salpingitis
10001062,Acute salpingitis and oophoritis
10001063,Acute sanguinous otitis media
10001064,Acute schizophrenia
10001065,Acute schizophrenia episode
10001066,Acute schizophrenic episode
10001067,"Acute schizophrenic episode, chronic state"
10001068,"Acute schizophrenic episode, chronic state with acute exacerbation"
10001069,"Acute schizophrenic episode, in remission"
